Let me start by exploring the repository structure to understand what I'm auditing.
wasm_frontend/src/application: 18 files
   atlas.rs (17054)
3. drivers/browser.rs — the rAF loop and where the atomics are read (input_bindings.rs, cpu_canvas.rs) — to complete the atomic protocol audit. Let me check the specific usages of the atomics in the drivers (input_bindings.rs reads DOOM_CONTROLS etc.).
4. src/main.rs std::thread::spawn — that's native-only; parent says "one std::thread::spawn in src/main.rs" is part of concurrency surface. Let me peek at it briefly.
5. cpu_canvas.rs — reads get_cpu_settings per frame.

Let me read these focused pieces.
All application files read. Now the concurrency-relevant pieces: worker_source.rs, generation_worker_requests.rs, static/worker.js, and the atomic consumers (input_bindings.rs, cpu_canvas.rs), plus main.rs:
//! Exact in-flight request bookkeeping for the generation-worker pool.
//!
//! Browser callbacks can arrive after a worker has failed or after the engine
//! has already retried a chunk. This small ledger gives every callback one
//! deterministic operation: finish the exact request it echoes, fail the
//! oldest request after a malformed reply, or drain a failed worker.

use std::collections::VecDeque;

use crate::application::ports::ChunkRequest;
use crate::application::streaming::ChunkKey;

#[derive(Debug)]
struct WorkerRequests {
    accepting_work: bool,
    in_flight: VecDeque<ChunkRequest>,
}

/// Per-worker request ownership. Request identity is always checked through
/// [`ChunkRequest::is_same_request`], never by chunk coordinates alone.
#[derive(Debug)]
pub(crate) struct GenerationWorkerRequests {
    workers: Vec<WorkerRequests>,
}

impl GenerationWorkerRequests {
    pub(crate) fn new(worker_count: usize) -> Self {
        assert!(
            worker_count > 0,
            "a worker ledger needs at least one worker"
        );
        Self {
            workers: (0..worker_count)
                .map(|_| WorkerRequests {
                    accepting_work: true,
                    in_flight: VecDeque::new(),
                })
                .collect(),
        }
    }

    /// Which worker owns a chunk.
    ///
    /// Deliberately not round-robin. Each worker keeps its own archive of
    /// what it has generated, and an archive only pays off if the chunk comes
    /// back to the worker holding it — round-robin would scatter a chunk
    /// across the pool and turn a 0.46 ms read into a 42 ms regeneration on
    /// (n-1)/n of re-requests.
    ///
    /// Hashing the coordinates rather than slicing the world into contiguous
    /// blocks is what keeps the pool balanced: a player standing anywhere has
    /// their surrounding chunks spread evenly across workers, where a
    /// block-per-worker split would leave one worker generating everything
    /// while the rest idled.
    pub(crate) fn preferred_worker(chunk: ChunkKey, worker_count: usize) -> usize {
        if worker_count <= 1 {
            return 0;
        }
        let mut h: u64 = 0xcbf2_9ce4_8422_2325;
        for word in [chunk.0 as u64, chunk.1 as u64] {
            for byte in word.to_le_bytes() {
                h ^= byte as u64;
                h = h.wrapping_mul(0x1000_0000_01b3);
            }
        }
        (h % worker_count as u64) as usize
    }

    /// Finds the next healthy worker, wrapping once from `start`.
    pub(crate) fn next_accepting(&self, start: usize) -> Option<usize> {
        (0..self.workers.len())
            .map(|offset| (start + offset) % self.workers.len())
            .find(|&index| self.workers[index].accepting_work)
    }

    pub(crate) fn assign(&mut self, worker_index: usize, request: ChunkRequest) {
        let worker = &mut self.workers[worker_index];
        debug_assert!(worker.accepting_work);
        worker.in_flight.push_back(request);
    }

    /// Retires only the exact request echoed by a well-formed worker reply.
    /// Unknown and stale replies leave all current work untouched.
    pub(crate) fn finish_exact(&mut self, worker_index: usize, echoed: &ChunkRequest) -> bool {
        self.take_exact(worker_index, echoed).is_some()
    }

    /// Retires an exact request reported as failed by the worker protocol.
    pub(crate) fn fail_exact(
        &mut self,
        worker_index: usize,
        echoed: &ChunkRequest,
    ) -> Option<ChunkRequest> {
        self.take_exact(worker_index, echoed)
    }

    /// A worker processes its queue serially, so a malformed response belongs
    /// to its oldest outstanding request even when its envelope cannot be
    /// decoded far enough to recover an id.
    pub(crate) fn fail_oldest(&mut self, worker_index: usize) -> Option<ChunkRequest> {
        self.workers[worker_index].in_flight.pop_front()
    }

    /// Stops scheduling to a broken worker and returns all work the engine
    /// must retry. Calling this more than once is harmless.
    pub(crate) fn disable_and_drain(&mut self, worker_index: usize) -> Vec<ChunkRequest> {
        let worker = &mut self.workers[worker_index];
        worker.accepting_work = false;
        worker.in_flight.drain(..).collect()
    }

    fn take_exact(&mut self, worker_index: usize, echoed: &ChunkRequest) -> Option<ChunkRequest> {
        let queue = &mut self.workers[worker_index].in_flight;
        let position = queue
            .iter()
            .position(|request| request.is_same_request(echoed))?;
        queue.remove(position)
    }
}

#[cfg(test)]
mod tests {
    use super::*;
    use crate::application::ports::RenderArtifactNeeds;
    use vackrooms::domain::entities::anomaly::RealitySnapshot;

    #[test]
    fn a_chunk_always_goes_to_the_same_worker() {
        // The property the per-worker archive depends on: an evicted chunk
        // coming back into range must be routed to the worker that already
        // has it, or the archive never hits.
        for count in [1usize, 2, 3, 4, 8, 32] {
            for chunk in [(0i64, 0i64), (10, -40), (-1234, 5678), (i64::MIN, i64::MAX)] {
                let first = GenerationWorkerRequests::preferred_worker(chunk, count);
                assert_eq!(
                    first,
                    GenerationWorkerRequests::preferred_worker(chunk, count),
                    "routing for {chunk:?} across {count} workers was not stable"
                );
                assert!(first < count, "worker {first} is outside a pool of {count}");
            }
        }
    }

    #[test]
    fn a_neighbourhood_spreads_across_the_whole_pool() {
        // Affinity must not become a contiguous split: one worker owning the
        // area around the player would generate everything while the rest
        // idled, which is worse than round-robin.
        let count = 4;
        let mut used = [0usize; 4];
        for z in -6..6i64 {
            for x in -6..6i64 {
                used[GenerationWorkerRequests::preferred_worker((x, z), count)] += 1;
            }
        }
        let total: usize = used.iter().sum();
        assert_eq!(total, 144);
        for (worker, &share) in used.iter().enumerate() {
            // An even split is 36; allow a wide band so this tests balance,
            // not a particular hash.
            assert!(
                (14..=64).contains(&share),
                "worker {worker} got {share} of {total} chunks"
            );
        }
    }

    fn request(id: u32, x: f32) -> ChunkRequest {
        ChunkRequest {
            request_id: id,
            origin_x: x,
            origin_z: -4.0,
            level: 0,
            lod: 1,
            artifacts: RenderArtifactNeeds::RAYMARCH,
            reality: RealitySnapshot::default(),
        }
    }

    #[test]
    fn scheduling_wraps_and_skips_disabled_workers() {
        let mut requests = GenerationWorkerRequests::new(3);
        assert_eq!(requests.next_accepting(2), Some(2));
        requests.disable_and_drain(2);
        assert_eq!(requests.next_accepting(2), Some(0));
        requests.disable_and_drain(0);
        requests.disable_and_drain(1);
        assert_eq!(requests.next_accepting(0), None);
    }

    #[test]
    fn stale_reply_cannot_retire_current_work() {
        let mut requests = GenerationWorkerRequests::new(1);
        let current = request(8, 12.0);
        requests.assign(0, current.clone());

        let mut stale = current.clone();
        stale.request_id = 7;
        assert!(!requests.finish_exact(0, &stale));
        assert!(requests.finish_exact(0, &current));
    }

    #[test]
    fn malformed_reply_fails_only_the_oldest_serial_request() {
        let mut requests = GenerationWorkerRequests::new(1);
        let first = request(1, 0.0);
        let second = request(2, 16.0);
        requests.assign(0, first.clone());
        requests.assign(0, second.clone());

        assert_eq!(requests.fail_oldest(0), Some(first));
        assert!(requests.finish_exact(0, &second));
    }

    #[test]
    fn worker_failure_drains_its_work_without_affecting_other_workers() {
        let mut requests = GenerationWorkerRequests::new(2);
        let first = request(1, 0.0);
        let second = request(2, 16.0);
        requests.assign(0, first.clone());
        requests.assign(1, second.clone());

        assert_eq!(requests.disable_and_drain(0), vec![first]);
        assert_eq!(requests.next_accepting(0), Some(1));
        assert!(requests.finish_exact(1, &second));
        assert!(requests.disable_and_drain(0).is_empty());
    }

    #[test]
    fn explicit_failure_requires_the_exact_request_identity() {
        let mut requests = GenerationWorkerRequests::new(1);
        let current = request(5, 0.0);
        requests.assign(0, current.clone());
        let mut wrong_identity = current.clone();
        wrong_identity.lod = 0;

        assert!(requests.fail_exact(0, &wrong_identity).is_none());
        assert_eq!(requests.fail_exact(0, &current), Some(current));
    }

    #[test]
    fn renderer_artifacts_are_part_of_worker_request_identity() {
        let mut requests = GenerationWorkerRequests::new(1);
        let current = request(6, 0.0);
        requests.assign(0, current.clone());

        let mut wrong_artifacts = current.clone();
        wrong_artifacts.artifacts = RenderArtifactNeeds::SURFACE;

        assert!(!requests.finish_exact(0, &wrong_artifacts));
        assert!(requests.finish_exact(0, &current));
    }
}


generation_worker_requests.rs analysis:
- `take_exact` — `queue.iter().position(...)` + `queue.remove(position)` — **O(n) per finish**, where n = in-flight per worker. In-flight per worker is bounded by... the pool's total pending is max_pending (≥4, typically = max_concurrent_requests up to 32). Per-worker queue length is small (a few). So O(n) with n ≤ ~8 is fine. But `remove` on VecDeque is O(n) memmove. Fine.
- `next_accepting` — O(W) per call, W ≤ 32. Fine.
- `preferred_worker` — FNV per request. Fine.

Now worker_source.rs — the JS bridge.
//! Web Worker chunk source — the multithreaded [`ChunkSourcePort`].
//!
//! Each worker (`static/worker.js`) is a second instance of this same wasm
//! module running on its own OS thread. The main thread posts small
//! `{gen, requestId, ox, oz, level, lod, artifacts, reality}` messages
//! round-robin. Workers always generate, bake, build the collision SVO, and
//! extract collision; the artifact bitfield requests only the active
//! renderer's mesh, face, or serialized-node products. One encoded byte
//! buffer returns through `adapters::chunk_codec`; GPU resources remain owned
//! by the main-thread render driver. Healthy pools keep generation off the
//! frame loop. If every worker fatally fails, the driver uses its same-thread
//! source as a correctness fallback instead of leaving the world pending.
//!
//! Stale-result rejection lives in the engine (`install_completed`), keyed
//! by the echoed request. This driver owns transport failure detection and
//! reports exact failed requests through the same application port.

use std::cell::RefCell;
use std::rc::Rc;

use js_sys::{ArrayBuffer, Reflect, Uint8Array};
use wasm_bindgen::prelude::*;
use web_sys::{MessageEvent, Worker, WorkerOptions, WorkerType};

use crate::adapters::chunk_codec::decode_chunk_payload;
use crate::adapters::local_chunk_source::LocalChunkSource;
use crate::application::generation_worker_policy::MAX_GENERATION_WORKERS;
use crate::application::ports::{
    ChunkPayload, ChunkRequest, ChunkSourcePort, CompletedChunk, RenderArtifactNeeds,
};
use crate::application::streaming::chunk_key;
use crate::drivers::generation_worker_requests::GenerationWorkerRequests;
use vackrooms::domain::entities::anomaly::RealitySnapshot;
use vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider;

pub struct WorkerChunkSource {
    workers: Vec<Worker>,
    completed: Rc<RefCell<Vec<CompletedChunk>>>,
    failed: Rc<RefCell<Vec<ChunkRequest>>>,
    requests: Rc<RefCell<GenerationWorkerRequests>>,
    /// Keeps browser callbacks alive for the workers' lifetime.
    _message_handlers: Vec<Closure<dyn FnMut(MessageEvent)>>,
    _error_handlers: Vec<Closure<dyn FnMut(web_sys::Event)>>,
    /// Same-thread source for the synchronous [`ChunkSourcePort::load`]
    /// contract and as a last-resort recovery if every worker has failed.
    fallback: LocalChunkSource<SimpleNoiseProvider>,
    reported_emergency_fallback: bool,
}

impl WorkerChunkSource {
    /// Spawns the pool and hands every worker the URL query, so main thread
    /// and workers derive the identical generator configuration.
    pub fn new(query: &str, default_seed: u32, pool_size: usize) -> Result<Self, JsValue> {
        if !(1..=usize::from(MAX_GENERATION_WORKERS)).contains(&pool_size) {
            return Err(JsValue::from_str(
                "generation worker pool size must be 1..=32",
            ));
        }

        let completed: Rc<RefCell<Vec<CompletedChunk>>> = Rc::new(RefCell::new(Vec::new()));
        let failed: Rc<RefCell<Vec<ChunkRequest>>> = Rc::new(RefCell::new(Vec::new()));
        let requests = Rc::new(RefCell::new(GenerationWorkerRequests::new(pool_size)));
        // The single-file bundle (scripts/build-single-file.mjs) has no
        // sibling worker.js on disk; it publishes a blob: URL for the inlined
        // worker script on the global scope instead.
        let script_url = Reflect::get(&js_sys::global(), &"__VACKROOMS_WORKER_URL__".into())
            .ok()
            .and_then(|value| value.as_string())
            .unwrap_or_else(|| "worker.js".to_string());
        let mut workers = Vec::with_capacity(pool_size);
        let mut message_handlers = Vec::with_capacity(pool_size);
        let mut error_handlers = Vec::with_capacity(pool_size);
        for worker_index in 0..pool_size {
            let options = WorkerOptions::new();
            options.set_type(WorkerType::Module);
            // Relative (not `/worker.js`): resolved against the document's
            // URL, so this still finds the sibling file when the site is
            // served from a subpath (e.g. a GitHub Pages project page at
            // `<user>.github.io/<repo>/`) instead of the domain root.
            let worker = Worker::new_with_options(&script_url, &options)?;

            let completed_sink = completed.clone();
            let failed_sink = failed.clone();
            let message_requests = requests.clone();
            let worker_for_fatal_reply = worker.clone();
            let handler = Closure::<dyn FnMut(MessageEvent)>::new(move |event: MessageEvent| {
                match parse_worker_reply(&event) {
                    WorkerReply::Completed(done) => {
                        if message_requests
                            .borrow_mut()
                            .finish_exact(worker_index, &done.request)
                        {
                            completed_sink.borrow_mut().push(done);
                        }
                    }
                    WorkerReply::Failed(echoed) => {
                        if let Some(failed_request) = message_requests
                            .borrow_mut()
                            .fail_exact(worker_index, &echoed)
                        {
                            failed_sink.borrow_mut().push(failed_request);
                        }
                    }
                    WorkerReply::Fatal => {
                        let abandoned = message_requests
                            .borrow_mut()
                            .disable_and_drain(worker_index);
                        failed_sink.borrow_mut().extend(abandoned);
                        worker_for_fatal_reply.terminate();
                    }
                    WorkerReply::Malformed => {
                        if let Some(failed_request) =
                            message_requests.borrow_mut().fail_oldest(worker_index)
                        {
                            failed_sink.borrow_mut().push(failed_request);
                        }
                    }
                }
            });
            worker.set_onmessage(Some(handler.as_ref().unchecked_ref()));

            let failed_sink = failed.clone();
            let error_requests = requests.clone();
            let worker_for_error = worker.clone();
            let error_handler = Closure::<dyn FnMut(web_sys::Event)>::new(move |_event| {
                let abandoned = error_requests.borrow_mut().disable_and_drain(worker_index);
                failed_sink.borrow_mut().extend(abandoned);
                worker_for_error.terminate();
            });
            worker.set_onerror(Some(error_handler.as_ref().unchecked_ref()));

            let init = js_sys::Object::new();
            Reflect::set(&init, &"type".into(), &"init".into())?;
            Reflect::set(&init, &"query".into(), &query.into())?;
            Reflect::set(&init, &"seed".into(), &(default_seed as f64).into())?;
            worker.post_message(&init)?;

            workers.push(worker);
            message_handlers.push(handler);
            error_handlers.push(error_handler);
        }

        let (seed, config) =
            crate::adapters::query_config::generator_setup_from_query(query, default_seed);
        Ok(Self {
            workers,
            completed,
            failed,
            requests,
            _message_handlers: message_handlers,
            _error_handlers: error_handlers,
            fallback: LocalChunkSource::new(SimpleNoiseProvider::new(), seed, config),
            reported_emergency_fallback: false,
        })
    }

    pub fn pool_size(&self) -> usize {
        self.workers.len()
    }
}

impl ChunkSourcePort for WorkerChunkSource {
    fn load(&self, origin_x: f32, origin_z: f32, level: u32, lod: u8) -> ChunkPayload {
        self.fallback.load(origin_x, origin_z, level, lod)
    }

    fn load_with_reality(
        &self,
        origin_x: f32,
        origin_z: f32,
        level: u32,
        lod: u8,
        reality: &RealitySnapshot,
    ) -> ChunkPayload {
        self.fallback
            .load_with_reality(origin_x, origin_z, level, lod, reality)
    }

    fn load_with_artifacts(
        &self,
        origin_x: f32,
        origin_z: f32,
        level: u32,
        lod: u8,
        reality: &RealitySnapshot,
        artifacts: RenderArtifactNeeds,
    ) -> ChunkPayload {
        self.fallback
            .load_with_artifacts(origin_x, origin_z, level, lod, reality, artifacts)
    }

    fn is_async(&self) -> bool {
        true
    }

    fn max_concurrent_requests(&self) -> usize {
        self.pool_size()
    }

    fn request(&mut self, request: ChunkRequest) {
        // Route by chunk, not round-robin: each worker archives what it
        // generates, so a chunk evicted from the rolling window and later
        // wanted again must come back to the worker already holding it.
        // `next_accepting` still falls through to any healthy worker, so
        // affinity is a preference and never a way to strand a request on a
        // dead worker.
        let preferred = GenerationWorkerRequests::preferred_worker(
            chunk_key(request.origin_x, request.origin_z),
            self.workers.len(),
        );
        let worker_index = self.requests.borrow().next_accepting(preferred);
        let Some(worker_index) = worker_index else {
            // Fatal worker startup/runtime failures must not strand streaming.
            // This path is deliberately exceptional: the healthy path always
            // generates off-thread, while an exhausted pool favors a complete
            // world over a permanently pending chunk.
            if !self.reported_emergency_fallback {
                web_sys::console::warn_1(
                    &"generation worker pool failed; using same-thread recovery".into(),
                );
                self.reported_emergency_fallback = true;
            }
            let payload = self.fallback.load_with_artifacts(
                request.origin_x,
                request.origin_z,
                request.level,
                request.lod,
                &request.reality,
                request.artifacts,
            );
            self.completed
                .borrow_mut()
                .push(CompletedChunk { request, payload });
            return;
        };

        let message = js_sys::Object::new();
        let set = |k: &str, v: JsValue| {
            let _ = Reflect::set(&message, &k.into(), &v);
        };
        set("type", "gen".into());
        set("requestId", (request.request_id as f64).into());
        set("ox", (request.origin_x as f64).into());
        set("oz", (request.origin_z as f64).into());
        set("level", (request.level as f64).into());
        set("lod", (request.lod as f64).into());
        set("artifacts", (request.artifacts.bits() as f64).into());
        let reality_words = request.reality.to_words();
        let reality = js_sys::Uint32Array::from(reality_words.as_slice());
        set("reality", reality.into());
        let worker = &self.workers[worker_index];
        self.requests
            .borrow_mut()
            .assign(worker_index, request.clone());
        if let Err(error) = worker.post_message(&message) {
            // A synchronous send failure means this worker can no longer be
            // trusted with its already queued requests. Retire all of them;
            // the engine will validate their ids and retry on healthy slots.
            let abandoned = self.requests.borrow_mut().disable_and_drain(worker_index);
            self.failed.borrow_mut().extend(abandoned);
            worker.terminate();
            web_sys::console::warn_2(
                &"generation worker postMessage failed; disabling worker:".into(),
                &error,
            );
        }
    }

    fn poll_completed(&mut self) -> Vec<CompletedChunk> {
        std::mem::take(&mut *self.completed.borrow_mut())
    }

    fn poll_failed_requests(&mut self) -> Vec<ChunkRequest> {
        std::mem::take(&mut *self.failed.borrow_mut())
    }
}

enum WorkerReply {
    Completed(CompletedChunk),
    Failed(ChunkRequest),
    Fatal,
    Malformed,
}

/// Decodes the deliberately small worker protocol. Malformed replies are a
/// first-class outcome: the worker queue is serial, so the caller can fail its
/// oldest assigned request instead of leaving that chunk pending forever.
fn parse_worker_reply(event: &MessageEvent) -> WorkerReply {
    let data = event.data();
    let message_type = Reflect::get(&data, &"type".into())
        .ok()
        .and_then(|value| value.as_string());
    match message_type.as_deref() {
        Some("done") => parse_request(&data)
            .and_then(|request| {
                parse_payload(&data).map(|payload| CompletedChunk { request, payload })
            })
            .map(WorkerReply::Completed)
            .unwrap_or(WorkerReply::Malformed),
        Some("failed") => parse_request(&data)
            .map(WorkerReply::Failed)
            .unwrap_or(WorkerReply::Malformed),
        Some("fatal") => WorkerReply::Fatal,
        _ => WorkerReply::Malformed,
    }
}

fn parse_request(data: &JsValue) -> Option<ChunkRequest> {
    let field = |name: &str| Reflect::get(data, &name.into()).ok();
    Some(ChunkRequest {
        request_id: exact_u32(field("requestId")?)?,
        origin_x: finite_f32(field("ox")?)?,
        origin_z: finite_f32(field("oz")?)?,
        level: exact_u32(field("level")?)?,
        lod: u8::try_from(exact_u32(field("lod")?)?).ok()?,
        artifacts: RenderArtifactNeeds::from_bits(
            u8::try_from(exact_u32(field("artifacts")?)?).ok()?,
        )?,
        reality: {
            let encoded = field("reality")?;
            let words = encoded.dyn_into::<js_sys::Uint32Array>().ok()?.to_vec();
            RealitySnapshot::from_words(&words).ok()?
        },
    })
}

fn parse_payload(data: &JsValue) -> Option<ChunkPayload> {
    let buffer: ArrayBuffer = Reflect::get(data, &"buf".into()).ok()?.dyn_into().ok()?;
    let bytes = Uint8Array::new(&buffer).to_vec();
    decode_chunk_payload(&bytes)
}

fn exact_u32(value: JsValue) -> Option<u32> {
    let number = value.as_f64()?;
    (number.is_finite() && number.fract() == 0.0 && (0.0..=f64::from(u32::MAX)).contains(&number))
        .then_some(number as u32)
}

fn finite_f32(value: JsValue) -> Option<f32> {
    let number = value.as_f64()?;
    let narrowed = number as f32;
    (number.is_finite() && narrowed.is_finite()).then_some(narrowed)
}


worker_source.rs analysis — important concurrency observations:

1. **The worker ledger (`GenerationWorkerRequests`) is shared between the message handler closures (JS event callbacks) and `request()` (called from the engine tick).** On the wasm main thread, this is all single-threaded (JS event loop), so `RefCell` borrows are safe. But there IS a re-entrancy hazard: message events are delivered by the browser between tasks, not during `request()` — so no borrow panics (single-threaded, no reentrancy from within a synchronous call). Since engine tick runs to completion synchronously, no borrow conflict. OK.

2. **`finish_exact` on `Completed`** — a stale `done` reply (not matching any in-flight) is dropped, BUT the payload is dropped too. Good.

3. **Backpressure**: `request()` is called only when `pending.len() < max_pending` (engine-side cap = max_concurrent_requests = pool_size). So at most pool_size in-flight globally. Per worker, in-flight is a VecDeque — bounded by pool size. Fine — no unbounded queue.

4. **Race between async worker replies and synchronous frame updates**: `poll_completed` drains `completed` (RefCell on main thread). Worker replies arrive as JS events between ticks — since engine tick and message handlers both run on the main JS thread, there's no race; ordering is deterministic by event loop. But there is a subtle issue: replies can arrive BETWEEN `request()` calls and be drained by `poll_completed` on the next tick. Fine.

5. **`WorkerReply::Fatal` → `worker_for_fatal_reply.terminate()`** — the worker is terminated, but `workers[worker_index]` remains in the Vec with `accepting_work = false`. `next_accepting` skips it. Fine.

6. **Re-entrancy**: `worker.post_message(&message)` failure path — `disable_and_drain(worker_index)` includes the just-assigned request. Good.

7. **A stale `done` reply for a worker that has been re-enabled?** Workers are never re-enabled (accepting_work never set back to true; terminated workers stay dead). So the pool shrinks monotonically. Hmm — but the engine-side `pending` cap is `max_concurrent_requests` = pool_size (initial). If workers die, `max_pending` stays the same, so requests may sit pending in engine while fewer workers exist — but dead-worker drains push requests to `failed`, and the engine re-issues them (up to cap). There could be a small livelock-ish churn: failed requests re-issued → routed to the same dead worker index? `next_accepting(preferred)` wraps and skips disabled — so they go to healthy workers. OK.

8. **`parse_payload` allocates**: `Uint8Array::new(&buffer).to_vec()` — copies the transferable buffer into a Vec. Then decode. Transferable avoids structured clone. Fine.

9. **The `RefCell` shared between closures** — on the main thread this is fine, but let me double check there's no borrow panic scenario: message handler `borrow_mut()` on `message_requests`; engine tick's `request()` also `borrow_mut()`. Both on the same thread, never nested (message events don't fire during synchronous JS execution... actually they CAN'T fire during synchronous wasm execution — event loop is cooperative). OK, safe.

10. **Backpressure on worker side**: worker.js — each worker processes messages serially (synchronous worker_generate per message). Since main thread caps in-flight at pool_size and each worker gets at most its share, workers don't queue unboundedly... but actually the main thread caps TOTAL in-flight ≤ pool_size, so per-worker ≤ pool_size. Fine.

11. **`reported_emergency_fallback`** — set once. Fine.

Now static/worker.js and how the worker responds, plus browser.rs rAF loop, input_bindings atomic reads, cpu_canvas atomic reads. Let me read worker.js.
False None

---------------------------------------------------------------------------
FileNotFoundError                         Traceback (most recent call last)
Cell In[76], line 4
      1 import os
      2 p = f"{base}/wasm_frontend/static/worker.js"
      3 print(os.path.exists(p), os.path.getsize(p) if os.path.exists(p) else None)
----> 4 print(open(p).read())

FileNotFoundError: [Errno 2] No such file or directory: '/home/dbslim/vackrooms/wasm_frontend/static/worker.js'
/home/dbslim/vackrooms/static/worker.js 3416

// Generation worker: a second instance of the same wasm module, producing
// renderer-selected chunk artifacts off the main thread. The handler is
// registered synchronously at module scope so no message can be lost while
// the wasm module is still instantiating; work is serialized through a
// promise chain.
//
// Protocol (main -> worker):
//   { type: "init", query, seed }        one-time generator setup
//   { type: "gen", requestId, ox, oz, level, lod, artifacts, reality }
//                   one chunk order; artifacts is a u8 bitfield and reality
//                   is Uint32Array
// (worker -> main):
//   { type: "done", requestId, ox, oz, level, lod, artifacts, reality, ms, buf }
//                                   buf transferred, encoded by chunk_codec
//   { type: "failed", requestId, ox, oz, level, lod, artifacts, reality, message }
//                                   one request failed and may be retried
//   { type: "fatal", message }      worker initialization failed
import init, { worker_init, worker_generate } from "./pkg/wasm_frontend.js";

let wasmReady = null;
function ensureWasm() {
  if (!wasmReady) wasmReady = init();
  return wasmReady;
}

let queue = Promise.resolve();

function errorMessage(error) {
  if (error instanceof Error) return error.message;
  return String(error);
}

function reportFailure(message, error) {
  const description = errorMessage(error);
  console.error("[WORKER] generation failure:", description);
  try {
    if (message?.type === "gen") {
      postMessage({
        type: "failed",
        requestId: message.requestId,
        ox: message.ox,
        oz: message.oz,
        level: message.level,
        lod: message.lod,
        artifacts: message.artifacts,
        reality: new Uint32Array(message.reality),
        message: description,
      });
    } else {
      postMessage({ type: "fatal", message: description });
    }
  } catch (reportError) {
    // The browser's Worker error event is the final recovery path when even
    // the structured failure message cannot be cloned or delivered.
    console.error("[WORKER] could not report generation failure:", reportError);
  }
}

async function processMessage(message) {
  await ensureWasm();
  if (message.type === "init") {
    worker_init(message.query, message.seed >>> 0);
    return;
  }
  if (message.type !== "gen") return;

  const t0 = performance.now();
  const reality = new Uint32Array(message.reality);
  const bytes = worker_generate(
    message.requestId >>> 0,
    message.ox,
    message.oz,
    message.level,
    message.lod,
    message.artifacts >>> 0,
    reality
  );
  const ms = performance.now() - t0;
  console.debug(
    `[WORKER] chunk (${message.ox}, ${message.oz}) lod ${message.lod} generated in ${ms.toFixed(1)} ms`
  );
  postMessage(
    {
      type: "done",
      requestId: message.requestId,
      ox: message.ox,
      oz: message.oz,
      level: message.level,
      lod: message.lod,
      artifacts: message.artifacts,
      reality,
      ms,
      buf: bytes.buffer,
    },
    [bytes.buffer]
  );
}

onmessage = (event) => {
  const message = event.data;
  // Catch each queue item independently. A failed request must not leave the
  // promise chain rejected, which would silently skip every later request.
  queue = queue
    .then(() => processMessage(message))
    .catch((error) => reportFailure(message, error));
};


worker.js analysis:

1. **Serialized promise chain** — each worker processes messages serially. Good — ordering preserved. Messages are queued in the promise chain — the queue is unbounded in theory: main thread posts at most pool_size total in-flight (engine cap), so per worker ≤ pool_size. BUT: the engine's `max_pending` cap uses `self.source.max_concurrent_requests()` = pool_size (initial worker count). If workers die, cap stays at initial pool_size, but that's still bounded. OK.

2. **`message.reality` Uint32Array shared**: `postMessage` with a Uint32Array — structured clone (unless transferred). In `processMessage`, `new Uint32Array(message.reality)` copies it. `worker_generate` gets `reality` — passed as Vec<u32> — wasm-bindgen converts Uint32Array → Vec via copy. Fine.

3. **`bytes.buffer` transferred** — transferable. Good.

4. **Init message ordering**: the main thread posts `{type: "init"}` in `WorkerChunkSource::new` BEFORE any gen requests (requests only issued later by engine). But note: `worker.post_message(&init)` is fire-and-forget; `worker_init` runs when the worker's promise chain reaches it. Since gen messages are posted later (after init postMessage returns), the promise chain preserves order — init before gen. Good.

5. **A subtle issue**: `reportFailure` posts `failed` — but if worker_generate panics (e.g., `.expect("worker_generate called before worker_init")`), wasm_bindgen catches? Actually panics in wasm abort — `console_error_panic_hook` set once — panics are caught by the promise chain `.catch`? A Rust panic in wasm-bindgen exported function throws a JS exception (after console_error_panic_hook prints), which is caught by `.catch((error) => reportFailure(...))` → posts "failed" with the same message. So a panic in generation → failed → retried by engine → same panic → **infinite retry loop** — each retry re-issues the same request, the worker fails again, engine re-issues on the same tick (`poll_failed_requests` then `issue_requests` immediately). This could spin: `failed` request → engine's `install_completed` clears pending → `issue_requests` re-issues → worker panics again → failed again → next tick... The engine issues at most max_pending per tick, and it's one request per failure per tick. Not a tight loop but a persistent churn at 1 failed gen per tick (42ms of wasm work per tick!). If a chunk deterministically panics (e.g., a specific reality/gate combination), every tick pays 42ms in a failing worker — frame hitches forever. It also floods the failed sink. Not unbounded memory, but a livelock-ish behavior. Severity: Medium (robustness), since the worker pool would keep trying; the "failed" protocol intends retry to be safe ("may be retried"). Also the worker keeps its queue — a panic mid-chain: `reportFailure` then chain continues (queue = queue.then... .catch(...) — after catch, the chain resolves and continues with next message). OK.

6. **Worker archive staleness vs main-thread fallback**: `LocalChunkSource` fallback — the same-thread source. When pool exhausted (all workers dead), `request()` runs fallback synchronously and pushes to `completed` — during engine tick, synchronous generation in the frame — intended "correctness fallback".

Now, browser.rs rAF loop + input_bindings + cpu_canvas — where atomics are consumed per frame. Let me look at the relevant sections only.
Now the atomic consumers — input_bindings.rs, cpu_canvas.rs, and the browser.rs rAF loop:
60:                    let on = crate::ANOMALY_DEBUG.load(std::sync::atomic::Ordering::Relaxed);
